Time,Channel A,Channel B
(us),(mV),(V)

-28.16597674,161.41240000,-1.90847500
-28.11597674,159.10820000,-2.00659200
-28.06597675,155.67490000,-2.11600100
-28.01597675,151.98220000,-2.20877700
-27.96597675,148.24370000,-2.31177700
-27.91597676,145.32910000,-2.39875500
-27.86597676,141.89580000,-2.49321000
-27.81597676,138.87450000,-2.57087900
-27.76597676,135.02910000,-2.65816200
-27.71597677,131.27540000,-2.73278000
-27.66597677,127.24690000,-2.81228100
-27.61597677,123.96620000,-2.87652200
-27.56597678,119.80040000,-2.94640900
-27.51597678,115.83300000,-3.00409000
-27.46597678,111.59090000,-3.06482100
-27.41597678,108.18810000,-3.11288800
-27.36597679,103.82400000,-3.16400600
-27.31597679,99.61241000,-3.20520600
-27.26597679,95.04989000,-3.24716900
-27.21597680,91.26560000,-3.27967200
-27.16597680,86.80990000,-3.31186900
-27.11597680,82.82722000,-3.33567300
-27.06597681,78.32575000,-3.35673100
-27.01597681,74.43464000,-3.36954900
-26.96597681,70.00946000,-3.37962000
-26.91597681,66.19464000,-3.38419700
-26.86597682,61.67790000,-3.38435000
-26.81597682,57.58842000,-3.38007800
-26.76597682,53.05643000,-3.37031100
-26.71597683,49.18058000,-3.35764600
-26.66597683,44.84695000,-3.33719900
-26.61597683,41.18472000,-3.31370000
-26.56597684,36.92739000,-3.28302900
-26.51597684,33.18888000,-3.25296800
-26.46597684,28.97732000,-3.21237800
-26.41597684,25.36088000,-3.17178900
-26.36597685,21.28666000,-3.12082300
-26.31597685,17.77703000,-3.07229800
-26.26597685,13.88592000,-3.01126100
-26.21597686,10.60518000,-2.95327600
-26.16597686,6.85140500,-2.88277800
-26.11597686,3.57066500,-2.81762100
-26.06597686,-0.15259250,-2.73918900
-26.01597687,-3.38755400,-2.66777500
-25.96597687,-6.74459000,-2.58095000
-25.91597687,-9.35392300,-2.50114400
-25.86597688,-12.58889000,-2.40653700
-25.81597688,-15.62548000,-2.32154300
-25.76597688,-18.63155000,-2.21915300
-25.71597689,-20.84414000,-2.12530900
-25.66597689,-23.52977000,-2.01590000
-25.61597689,-25.97125000,-1.91869900
-25.56597689,-28.50429000,-1.80303400
-25.51597690,-30.50325000,-1.69850800
-25.46597690,-32.70058000,-1.57780700
-25.41597690,-34.53169000,-1.47175500
-25.36597691,-36.45436000,-1.34708700
-25.31597691,-37.94976000,-1.23584700
-25.26597691,-39.49095000,-1.10583800
-25.21597692,-40.63540000,-0.99002050
-25.16597692,-42.06976000,-0.85680720
-25.11597692,-43.45835000,-0.74007390
-25.06597692,-44.46547000,-0.60457170
-25.01597693,-44.78591000,-0.48478650
-24.96597693,-45.59465000,-0.34806360
-24.91597693,-46.66280000,-0.22904140
-24.86597694,-47.22739000,-0.09155553
-24.81597694,-47.13583000,0.02960295
-24.76597694,-47.33421000,0.16785180
-24.71597695,-47.73095000,0.28809470
-24.66597695,-47.66991000,0.42603840
-24.61597695,-47.16635000,0.54673910
-24.56597695,-46.80013000,0.68315680
-24.51597696,-46.64754000,0.80080570
-24.46597696,-46.15924000,0.93462940
-24.41597696,-45.48784000,1.05044700
-24.36597697,-44.54176000,1.18182900
-24.31597697,-43.53465000,1.29520600
-24.26597697,-42.45124000,1.42231500
-24.21597697,-41.59673000,1.53035100
-24.16597698,-40.13184000,1.65303500
-24.11597698,-38.42280000,1.75939200
-24.06597698,-36.77480000,1.87704100
-24.01597699,-35.59984000,1.97637900
-23.96597699,-33.81451000,2.08792400
-23.91597699,-31.87658000,2.18314100
-23.86597700,-29.83184000,2.28827800
-23.81597700,-28.18384000,2.37662900
-23.76597700,-26.04755000,2.47489900
-23.71597700,-23.98755000,2.55821400
-23.66597701,-21.50029000,2.64915900
-23.61597701,-19.16562000,2.72484500
-23.56597701,-16.66311000,2.80739800
-23.51597702,-14.64888000,2.87606400
-23.46597702,-11.93274000,2.95022400
-23.41597702,-9.18607000,3.01095600
-23.36597703,-6.28681300,3.07489300
-23.31597703,-3.96740600,3.12524800
-23.26597703,-1.08340700,3.18002900
-23.21597703,1.58696200,3.22504400
-23.16597704,4.62355400,3.27127900
-23.11597704,7.23288600,3.30729100
-23.06597704,10.20844000,3.34238700
-23.01597705,12.74148000,3.36726000
-22.96597705,15.93066000,3.39167500
-22.91597705,18.99777000,3.40922300
-22.86597705,22.14118000,3.42371900
-22.81597706,24.55214000,3.43165400
-22.76597706,27.72606000,3.43607900
-22.71597706,30.83895000,3.43592600
-22.66597707,33.93658000,3.42997500
-22.61597707,36.22547000,3.41944600
-22.56597707,39.23154000,3.40281400
-22.51597708,42.19184000,3.38419700
-22.46597708,45.18265000,3.35734100
-22.41597708,47.45628000,3.32911200
-22.36597708,50.27924000,3.29172600
-22.31597709,52.94961000,3.25464700
-22.26597709,55.74205000,3.20780100
-22.21597709,57.98516000,3.16339600
-22.16597710,60.57924000,3.10678400
-22.11597710,62.86813000,3.05215600
-22.06597710,65.18753000,2.98547300
-22.01597711,66.92709000,2.92336800
-21.96597711,69.17020000,2.84829300
-21.91597711,71.39805000,2.77977800
-21.86597711,73.44279000,2.69570000
-21.81597712,74.78560000,2.61726700
-21.76597712,76.75404000,2.52494900
-21.71597712,78.84457000,2.44209100
-21.66597713,80.59938000,2.34290600
-21.61597713,81.59123000,2.25241900
-21.56597713,83.10189000,2.14636700
-21.51597714,84.71938000,2.05191200
-21.46597714,85.95538000,1.93975700
-21.41597714,86.51997000,1.83828200
-21.36597714,87.40501000,1.71926000
-21.31597715,88.33582000,1.61305600
-21.26597715,89.22086000,1.48960800
-21.21597715,89.89227000,1.38050500
-21.16597716,90.25849000,1.25293700
-21.11597716,90.19745000,1.13910300
-21.06597716,90.30427000,1.00802600
-21.01597716,90.59419000,0.89297160
-20.96597717,90.35004000,0.75899540
-20.91597717,89.63286000,0.63997320
-20.86597717,89.28190000,0.50386060
-20.81597718,89.43449000,0.38529620
-20.76597718,88.73256000,0.24781030
-20.71597718,87.35923000,0.12634660
-20.66597719,86.32160000,-0.01083407
-20.61597719,85.89434000,-0.12894070
-20.56597719,84.58204000,-0.26596880
-20.51597719,82.73567000,-0.38682210
-20.46597720,81.16397000,-0.52308730
-20.41597720,80.27894000,-0.64027830
-20.36597720,78.52412000,-0.77440710
-20.31597721,76.40308000,-0.89129300
-20.26597721,74.20575000,-1.02359100
-20.21597721,72.49671000,-1.13788300
-20.16597722,70.23835000,-1.26590800
-20.11597722,68.07153000,-1.37516400
-20.06597722,65.41642000,-1.49937400
-20.01597722,62.92916000,-1.60679900
-19.96597723,60.18250000,-1.72536400
-19.91597723,57.90887000,-1.82470200
-19.86597723,54.82650000,-1.93746800
-19.81597724,51.71361000,-2.03482200
-19.76597724,48.34132000,-2.14239900
-19.71597724,45.56413000,-2.23273400
-19.66597724,42.11554000,-2.33268200
-19.61597725,38.88058000,-2.41676100
-19.56597725,35.24888000,-2.50877400
-19.51597725,32.13599000,-2.58552800
-19.46597726,28.32117000,-2.66960700
-19.41597726,24.75051000,-2.73949400
-19.36597726,20.63051000,-2.81624800
-19.31597727,16.90725000,-2.88033700
-19.26597727,13.01614000,-2.94808800
-19.21597727,9.96429300,-3.00241100
-19.16597727,5.96636800,-3.05917500
-19.11597728,2.07525800,-3.10388500
-19.06597728,-2.27362900,-3.15118900
-19.01597728,-5.98162700,-3.18903200
-18.96597729,-10.28474000,-3.22824800
-18.91597729,-14.09955000,-3.25922400
-18.86597729,-18.31110000,-3.28745400
-18.81597730,-21.83599000,-3.30591800
-18.76597730,-26.10858000,-3.32255000
-18.71597730,-30.07599000,-3.33307900
-18.66597730,-34.44014000,-3.34025100
-18.61597731,-38.13287000,-3.34238700
-18.56597731,-42.49702000,-3.33918300
-18.51597731,-46.46443000,-3.33140000
-18.46597732,-50.75228000,-3.31751500
-18.41597732,-54.32294000,-3.30118700
-18.36597732,-58.32087000,-3.27662000
-18.31597733,-61.73894000,-3.25037400
-18.26597733,-65.76738000,-3.21558300
-18.21597733,-69.38383000,-3.18109700
-18.16597733,-73.39701000,-3.13715000
-18.11597734,-76.79983000,-3.09503500
-18.06597734,-80.46205000,-3.04071200
-18.01597734,-83.42234000,-2.98806700
-17.96597735,-87.08456000,-2.92413100
-17.91597735,-90.53316000,-2.86523000
-17.86597735,-93.98174000,-2.79229100
-17.81597735,-96.54530000,-2.72408200
-17.76597736,-99.70396000,-2.64229200
-17.71597736,-102.60320000,-2.56737000
-17.66597736,-105.48720000,-2.47795000
-17.61597737,-107.62350000,-2.39677100
-17.56597737,-110.17180000,-2.29895900
-17.51597737,-112.41490000,-2.20893000
-17.46597738,-115.26840000,-2.10486100
-17.41597738,-118.12190000,-2.01300100
-17.36597738,-120.45650000,-1.90252400
-17.31597738,-121.72310000,-1.80166000
-17.26597739,-123.34050000,-1.68401100
-17.21597739,-124.85120000,-1.57933300
-17.16597739,-126.43820000,-1.45695400
-17.11597740,-127.67420000,-1.34785000
-17.06597740,-129.24590000,-1.22135100
-17.01597740,-130.81760000,-1.10965300
-16.96597741,-131.94680000,-0.97949150
-16.91597741,-132.49610000,-0.86382640
-16.86597741,-132.20620000,-0.72985020
-16.81597741,-131.94680000,-0.61113320
-16.76597742,-122.79120000,-0.47929320
-16.71597742,-106.41800000,-0.36790060
-16.66597742,-94.13434000,-0.23621330
-16.61597743,-88.07642000,-0.11795400
-16.56597743,-81.34708000,0.01617481
-16.51597743,-76.03686000,0.13214520
-16.46597743,-71.15390000,0.26810510
-16.41597744,-68.10205000,0.38926360
-16.36597744,-63.79894000,0.52522360
-16.31597744,-59.34324000,0.64165170
-16.26597745,-55.46738000,0.77593310
-16.21597745,-53.08694000,0.89403980
-16.16597745,-50.09613000,1.02649000
-16.11597746,-47.36472000,1.13986600
-16.06597746,-44.16028000,1.26804400
-16.01597746,-41.26102000,1.37821600
-15.96597746,-38.34650000,1.50364700
-15.91597747,-36.16443000,1.61259800
-15.86597747,-33.44828000,1.73345100
-15.81597747,-30.91525000,1.83553600
-15.76597748,-28.27540000,1.95059000
-15.71597748,-26.23066000,2.04931800
-15.66597748,-23.78918000,2.15826900
-15.61597749,-21.60710000,2.24951900
-15.56597749,-19.18088000,2.35221400
-15.51597749,-17.07511000,2.44026000
-15.46597749,-14.87777000,2.53624100
-15.41597750,-13.16874000,2.61558900
-15.36597750,-10.87985000,2.70317700
-15.31597750,-8.56044200,2.77626900
-15.26597751,-6.39362700,2.85607500
-15.21597751,-4.92873900,2.92214700
-15.16597751,-2.73140600,2.99340800
-15.11597752,-0.47303690,3.05200400
-15.06597752,2.45674000,3.11319300
-15.01597752,4.15051700,3.16202300
-14.96597752,18.66207000,3.20795300
-14.91597753,43.21421000,3.23908200
-14.86597753,61.47953000,3.27478900
-14.81597753,70.61983000,3.30546000
-14.76597754,76.09790000,3.33674100
-14.71597754,75.42649000,3.36130900
-14.66597754,78.98190000,3.38190900
-14.61597754,85.55863000,3.39350600
-14.56597755,89.55656000,3.40372900
-14.51597755,90.06012000,3.40998600
-14.46597755,93.29507000,3.41059600
-14.41597756,98.31538000,3.40601800
-14.36597756,101.76400000,3.39548900
-14.31597756,102.81680000,3.38175600
-14.26597757,105.89920000,3.36115600
-14.21597757,110.21760000,3.33903000
-14.16597757,113.39150000,3.30866400
-14.11597757,114.70380000,3.27768800
-14.06597758,117.46570000,3.23694600
-14.01597758,120.94480000,3.19666100
-13.96597758,123.75250000,3.14615300
-13.91597759,125.18690000,3.09823900
-13.86597759,127.72000000,3.03766000
-13.81597759,130.69550000,2.97998000
-13.76597760,133.13700000,2.90994000
-13.71597760,134.44930000,2.84539300
-13.66597760,136.52460000,2.76757100
-13.61597760,138.79820000,2.69631000
-13.56597761,140.76660000,2.60994300
-13.51597761,141.95680000,2.53044200
-13.46597761,143.52850000,2.43537700
-13.41597762,145.06970000,2.34855200
-13.36597762,146.61090000,2.24692500
-13.31597762,147.81640000,2.15674300
-13.26597762,148.99130000,2.04825000
-13.21597763,149.84590000,1.94952200
-13.16597763,150.83770000,1.83401000
-13.11597763,151.72280000,1.73101000
-13.06597764,152.34840000,1.61046200
-13.01597764,152.53150000,1.50318900
-12.96597764,152.98930000,1.37852100
-12.91597765,153.61490000,1.26865400
-12.86597765,153.82850000,1.14032400
-12.81597765,153.56910000,1.02618500
-12.76597765,153.37080000,0.89342930
-12.71597766,153.26390000,0.77547530
-12.66597766,152.95880000,0.64058350
-12.61597766,152.53150000,0.52278210
-12.56597767,151.82960000,0.38605910
-12.51597767,150.97510000,0.26535840
-12.46597767,150.12050000,0.12817770
-12.41597768,149.52540000,0.00976592
-12.36597768,148.22840000,-0.12756740
-12.31597768,146.53460000,-0.24857330
-12.26597768,145.00870000,-0.38560140
-12.21597769,144.04740000,-0.50355540
-12.16597769,142.20100000,-0.63905760
-12.11597769,139.94260000,-0.75746940
-12.06597770,137.82160000,-0.89114050
-12.01597770,136.37190000,-1.00634800
-11.96597770,134.22040000,-1.13681400
-11.91597771,131.97730000,-1.24958000
-11.86597771,129.35270000,-1.37669000
-11.81597771,126.98750000,-1.48579400
-11.76597771,124.22560000,-1.60756300
-11.71597772,121.79940000,-1.71071500
-11.66597772,118.68650000,-1.82790600
-11.61597772,115.64990000,-1.92922800
-11.56597773,112.53700000,-2.04001000
-11.51597773,110.15660000,-2.13187100
-11.46597773,106.78430000,-2.23548100
-11.41597773,103.27460000,-2.32429000
-11.36597774,99.64293000,-2.42164400
-11.31597774,96.81997000,-2.50282300
-11.26597774,93.05093000,-2.59254700
-11.21597775,89.26664000,-2.66777500
-11.16597775,85.29922000,-2.74971800
-11.11597775,82.14056000,-2.81777400
-11.06597776,78.12738000,-2.89147600
-11.01597776,74.32782000,-2.95236100
-10.96597776,70.14679000,-3.01614400
-10.91597776,66.62190000,-3.06665300
-10.86597777,62.33405000,-3.11960200
-10.81597777,58.39716000,-3.16110700
-10.76597777,53.91095000,-3.20520600
-10.71597778,49.95880000,-3.24076100
-10.66597778,45.54887000,-3.27631400
-10.61597778,41.82561000,-3.30286600
-10.56597779,37.50724000,-3.32743300
-10.51597779,33.69243000,-3.34345500
-10.46597779,29.28251000,-3.35642600
-10.41597779,25.37614000,-3.36268200
-10.36597780,20.87466000,-3.36588600
-10.31597780,16.87674000,-3.36481800
-10.26597780,12.49733000,-3.35840900
-10.21597781,8.88088600,-3.34833800
-10.16597781,4.63881300,-3.33079000
-10.11597781,0.85451820,-3.31049500
-10.06597781,-3.38755400,-3.28226600
-10.01597782,-7.01925700,-3.25312000
-9.96597782,-11.18503000,-3.21527800
-9.91597782,-14.87777000,-3.17865500
-9.86597783,-18.82992000,-3.13074100
-9.81597783,-22.03436000,-3.08374300
-9.76597783,-25.89495000,-3.02575800
-9.71597784,-29.43510000,-2.97097700
-9.66597784,-33.23465000,-2.90429400
-9.61597784,-36.36280000,-2.84249400
-9.56597784,-39.94873000,-2.76604500
-9.51597785,-43.09213000,-2.69417400
-9.46597785,-46.43391000,-2.60902700
-9.41597785,-49.13480000,-2.53212100
-9.36597786,-52.17139000,-2.43965000
-9.31597786,-54.76546000,-2.35480800
-9.26597786,-57.64946000,-2.25501300
-9.21597787,-60.13672000,-2.16528800
-9.16597787,-62.68502000,-2.05801600
-9.11597787,-64.63820000,-1.96020400
-9.06597787,-67.03391000,-1.84682800
-9.01597788,-69.29227000,-1.74687900
-8.96597788,-71.41331000,-1.62831500
-8.91597788,-72.83241000,-1.52165300
-8.86597789,-74.75508000,-1.39774800
-8.81597789,-76.70827000,-1.28818600
-8.76597789,-78.35627000,-1.15955100
-8.71597789,-79.27183000,-1.04464900
-8.66597790,-80.43153000,-0.91189310
-8.61597790,-81.46916000,-0.79531230
-8.56597790,-82.58308000,-0.66087830
-8.51597791,-83.52915000,-0.54292430
-8.46597791,-84.13953000,-0.40620140
-8.41597791,-84.24634000,-0.28504290
-8.36597792,-84.52100000,-0.14740440
-8.31597792,-84.87197000,-0.02838221
-8.26597792,-85.13138000,0.10940890
-8.21597792,-85.26871000,0.23056730
-8.16597793,-85.19241000,0.36851100
-8.11597793,-84.91775000,0.48829620
-8.06597793,-84.49049000,0.62486650
-8.01597794,-84.00219000,0.74358350
-7.96597794,-83.31552000,0.87817010
-7.91597794,-82.61359000,0.99414040
-7.86597795,-81.83537000,1.12598000
-7.81597795,-81.24027000,1.24027200
-7.76597795,-79.91271000,1.36875500
-7.71597795,-78.18842000,1.47892700
-7.66597796,-76.64723000,1.60267900
-7.61597796,-75.71642000,1.70873100
-7.56597796,-73.93108000,1.82836400
-7.51597797,-71.73376000,1.93121100
-7.46597797,-69.90264000,2.04443500
-7.41597797,-68.94131000,2.13934800
-7.36597798,-66.78976000,2.24631500
-7.31597798,-63.96679000,2.33802300
-7.26597798,-61.58635000,2.43812400
-7.21597798,-60.22827000,2.52098200
-7.16597799,-57.71050000,2.61406300
-7.11597799,-54.65865000,2.69371600
-7.06597799,-51.97302000,2.77932100
-7.01597800,-50.34028000,2.84905600
-6.96597800,-47.62413000,2.92489400
-6.91597800,-44.55702000,2.98760900
-6.86597800,-41.56621000,3.05475000
-6.81597801,-39.36888000,3.10953100
-6.76597801,-36.40858000,3.16690600
-6.71597801,-33.47880000,3.21222600
-6.66597802,-30.33540000,3.26014000
-6.61597802,-27.78710000,3.29844000
-6.56597802,-24.59792000,3.33704600
-6.51597803,-21.57659000,3.36649700
-6.46597803,-18.29585000,3.39426900
-6.41597803,-15.56444000,3.41303800
-6.36597803,-12.36000000,3.43043300
-6.31597804,-9.50651600,3.44203000
-6.26597804,-6.25629400,3.44966000
-6.21597804,-3.47911000,3.45164300
-6.16597805,-0.10681480,3.44874400
-6.11597805,3.03659200,3.44172500
-6.06597805,6.21051600,3.42783900
-6.01597806,8.59096100,3.41059600
-5.96597806,11.68859000,3.38602900
-5.91597806,14.69466000,3.35993500
-5.86597806,17.76177000,3.32575500
-5.81597807,20.14222000,3.29218400
-5.76597807,22.98044000,3.24793200
-5.71597807,25.54399000,3.20459600
-5.66597808,28.38221000,3.14996800
-5.61597808,30.82369000,3.09778100
-5.56597808,33.46354000,3.03399800
-5.51597808,35.63036000,2.97494400
-5.46597809,38.08710000,2.90276800
-5.41597809,40.20813000,2.83593200
-5.36597809,42.49702000,2.75444800
-5.31597810,44.35865000,2.67891500
-5.26597810,46.46443000,2.58858000
-5.21597810,48.31080000,2.50663800
-5.16597811,50.26398000,2.40928400
-5.11597811,51.82043000,2.32154300
-5.06597811,53.48368000,2.21717000
-5.01597811,54.82650000,2.12286800
-4.96597812,56.23035000,2.01239100
-4.91597812,57.34428000,1.91412100
-4.86597812,58.22931000,1.79631900
-4.81597813,58.65657000,1.68874200
-4.76597813,58.93124000,1.56590500
-4.71597813,58.91598000,1.45878500
-4.66597814,59.45005000,1.33350600
-4.61597814,60.39613000,1.22226600
-4.56597814,61.22013000,1.09271500
-4.51597814,61.78472000,0.97766050
-4.46597815,62.57820000,0.84429450
-4.41597815,63.49376000,0.72649310
-4.36597815,63.69213000,0.59038050
-4.31597816,63.24961000,0.47090060
-4.26597816,61.70842000,0.33326210
-4.21597816,59.26694000,0.21256140
-4.16597817,57.95465000,0.07446516
-4.11597817,58.03094000,-0.04562517
-4.06597817,57.95465000,-0.18234810
-4.01597817,58.06146000,-0.30106510
-3.96597818,56.56605000,-0.43794060
-3.91597818,53.75835000,-0.55833610
-3.86597818,51.59154000,-0.69292280
-3.81597819,50.50813000,-0.80751970
-3.76597819,48.81435000,-0.93951230
-3.71597819,46.98324000,-1.05533000
-3.66597819,45.21317000,-1.18503400
-3.61597820,44.06873000,-1.29581600
-3.56597820,41.58147000,-1.42109400
-3.51597820,38.36176000,-1.52913000
-3.46597821,35.35569000,-1.64998300
-3.41597821,33.20414000,-1.75313600
-3.36597821,30.41169000,-1.86727500
